_UUID,UUID,ID,PSU_LATITUDE,PSU_LONGITUDE
00147a79-ec12-4371-a305-5b6607a0dae2,00147a79-ec12-4371-a305-5b6607a0dae2,3065.0,36.0803322264529,32.0723804102515
00296000-f397-4241-8ea8-16b63846b0f1,00296000-f397-4241-8ea8-16b63846b0f1,3642.0,35.7232193916508,30.1871833192026
002a1f9c-47e1-4e4d-9a96-e8d90176dab1,002a1f9c-47e1-4e4d-9a96-e8d90176dab1,1046.0,30.97641179,31.17696883
0038615a-22b3-4d67-b74e-1f28e71752ba,,5542.0,36.75566482535983,10.18985715734289
004d99be-925e-4b04-9740-2daafb8d211d,004d99be-925e-4b04-9740-2daafb8d211d,2344.0,34.77710346,-4.253826169
005634d6-5aae-4582-ac02-31260f72a7fd,,5652.0,36.73650279194412,9.25441985565882
006487dd-fdd7-4354-a3cb-b81d9f2c3994,,5702.0,36.70956213538297,9.023397866911363
007895c8-3c32-413f-9588-f5891f64ac3b,007895c8-3c32-413f-9588-f5891f64ac3b,3827.0,35.946813,33.862862
0082cd8e-6caf-4e32-88b1-08dc07953bb0,0082cd8e-6caf-4e32-88b1-08dc07953bb0,1776.0,33.55041632,-7.683651251
008b4fb6-caac-49b4-81d2-ecefab1111a5,008b4fb6-caac-49b4-81d2-ecefab1111a5,1704.0,32.34879901,-6.33560282
008efe01-8914-4eb0-b882-395d26398a31,008efe01-8914-4eb0-b882-395d26398a31,3341.0,35.8300264115521,32.6201313469068
00a2850f-0a65-42c3-a0d0-28c574d5c562,00a2850f-0a65-42c3-a0d0-28c574d5c562,3758.0,35.524266,33.863469
00acad83-ae13-4f9d-8257-07af9bd20284,00acad83-ae13-4f9d-8257-07af9bd20284,1496.0,30.39905284,-9.532979504
00b7bd5a-ec02-4627-9f5a-b738add5fd2f,00b7bd5a-ec02-4627-9f5a-b738add5fd2f,2482.0,35.7956265432722,31.9618378981313
00be132d-4de2-49a2-86f8-33bc334a7010,00be132d-4de2-49a2-86f8-33bc334a7010,3225.0,35.9038088371651,32.6305060935311
00daae5f-3aa7-4ad3-80cc-9ce65a94053e,00daae5f-3aa7-4ad3-80cc-9ce65a94053e,3958.0,35.536346,33.880895
00db1f3d-c398-45b0-9295-b46f21bfc5ae,00db1f3d-c398-45b0-9295-b46f21bfc5ae,4802.0,35.20308,33.269542
00fe26a2-8513-417e-b5c2-a0ea7c3c93f9,00fe26a2-8513-417e-b5c2-a0ea7c3c93f9,3276.0,35.5875511956156,32.3128598435557
0100be6e-46f0-4f66-8f9f-8df9095ea262,0100be6e-46f0-4f66-8f9f-8df9095ea262,1476.0,34.48509908,-5.514662046
0103f416-e5ba-4042-ace5-3b793c6f3d22,0103f416-e5ba-4042-ace5-3b793c6f3d22,2397.0,29.04798423,-9.439272009
0112a891-613f-40ad-8190-1495fea8e26a,0112a891-613f-40ad-8190-1495fea8e26a,40.0,30.04440792,31.281646
012399e7-40fa-438f-9cd5-989715e5d97b,012399e7-40fa-438f-9cd5-989715e5d97b,4158.0,35.367572,33.554013
012d10f5-9363-458e-a618-2b5adca7a487,012d10f5-9363-458e-a618-2b5adca7a487,2694.0,35.8467336779314,31.9588355442361
012f39d5-594d-4787-a4d7-8406b939cdc4,012f39d5-594d-4787-a4d7-8406b939cdc4,416.0,30.1780799,31.20693302
01360ead-dddb-465e-8e25-f62bd1742d71,01360ead-dddb-465e-8e25-f62bd1742d71,3260.0,35.8659073509026,32.5806275211031
0136b3ff-f832-4e96-a809-b40a2535e6bb,0136b3ff-f832-4e96-a809-b40a2535e6bb,481.0,26.07388309,32.14520786
013b8396-bdc2-4a11-8752-078747665379,013b8396-bdc2-4a11-8752-078747665379,1934.0,31.91058951,-4.427591138
013caa64-b206-4c2a-b56f-83b4905ab126,013caa64-b206-4c2a-b56f-83b4905ab126,1059.0,31.1152241,31.19516987
0149c546-95f2-47c5-92ef-af628e598d9d,0149c546-95f2-47c5-92ef-af628e598d9d,1733.0,32.84620837,-6.582092837
